Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,4050100,CountingSort,Serial,50000
2,3186500,CountingSort,Serial,50000
3,2723400,CountingSort,Serial,50000
4,2237300,CountingSort,Serial,50000
5,2171100,CountingSort,Serial,50000
6,1913700,CountingSort,Serial,50000
7,2944500,CountingSort,Serial,50000
8,9263500,CountingSort,Serial,50000
9,2015600,CountingSort,Serial,50000
10,1852500,CountingSort,Serial,50000
