Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,330994600,InsertionSort,Serial,50000
2,363781100,InsertionSort,Serial,50000
3,351522300,InsertionSort,Serial,50000
4,294190600,InsertionSort,Serial,50000
5,318681400,InsertionSort,Serial,50000
6,369377100,InsertionSort,Serial,50000
7,370833200,InsertionSort,Serial,50000
8,365293600,InsertionSort,Serial,50000
9,412417800,InsertionSort,Serial,50000
10,342036100,InsertionSort,Serial,50000
