Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,14694100,MergeSort,Serial,50000
2,11069300,MergeSort,Serial,50000
3,8726700,MergeSort,Serial,50000
4,9282800,MergeSort,Serial,50000
5,9482800,MergeSort,Serial,50000
6,10105200,MergeSort,Serial,50000
7,10064900,MergeSort,Serial,50000
8,9113300,MergeSort,Serial,50000
9,9944300,MergeSort,Serial,50000
10,9677000,MergeSort,Serial,50000
