Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,157795283200,InsertionSort,Serial,500000
2,141733268100,InsertionSort,Serial,500000
3,143593043900,InsertionSort,Serial,500000
4,148184708900,InsertionSort,Serial,500000
5,168029863100,InsertionSort,Serial,500000
6,195699072800,InsertionSort,Serial,500000
7,119309537000,InsertionSort,Serial,500000
8,54165656000,InsertionSort,Serial,500000
9,49272896400,InsertionSort,Serial,500000
10,53791003700,InsertionSort,Serial,500000
