Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,277849800,QuickSort,Serial,500000
2,213089000,QuickSort,Serial,500000
3,313483700,QuickSort,Serial,500000
4,568037100,QuickSort,Serial,500000
5,259762600,QuickSort,Serial,500000
6,166309700,QuickSort,Serial,500000
7,240282600,QuickSort,Serial,500000
8,111482000,QuickSort,Serial,500000
9,106737600,QuickSort,Serial,500000
10,127113600,QuickSort,Serial,500000
