Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,183974200,MergeSort,Serial,500000
2,173527100,MergeSort,Serial,500000
3,210687700,MergeSort,Serial,500000
4,407279600,MergeSort,Serial,500000
5,222001000,MergeSort,Serial,500000
6,149986400,MergeSort,Serial,500000
7,224174000,MergeSort,Serial,500000
8,145021600,MergeSort,Serial,500000
9,151189900,MergeSort,Serial,500000
10,189810600,MergeSort,Serial,500000
