Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,467400,QuickSort,Serial,5000
2,439300,QuickSort,Serial,5000
3,453100,QuickSort,Serial,5000
4,663000,QuickSort,Serial,5000
5,782000,QuickSort,Serial,5000
6,552200,QuickSort,Serial,5000
7,541600,QuickSort,Serial,5000
8,652100,QuickSort,Serial,5000
9,561500,QuickSort,Serial,5000
10,491200,QuickSort,Serial,5000
