Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,120450200,QuickSort,Paralelo,1000000
2,98417900,QuickSort,Paralelo,1000000
3,93833900,QuickSort,Paralelo,1000000
4,111575100,QuickSort,Paralelo,1000000
5,93661400,QuickSort,Paralelo,1000000
6,92828500,QuickSort,Paralelo,1000000
7,192734000,QuickSort,Paralelo,1000000
8,89898700,QuickSort,Paralelo,1000000
9,89731200,QuickSort,Paralelo,1000000
10,92708700,QuickSort,Paralelo,1000000
