Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,105847400,CountingSort,Paralelo,1000000
2,79497900,CountingSort,Paralelo,1000000
3,92631200,CountingSort,Paralelo,1000000
4,147736700,CountingSort,Paralelo,1000000
5,126936700,CountingSort,Paralelo,1000000
6,107270300,CountingSort,Paralelo,1000000
7,127888800,CountingSort,Paralelo,1000000
8,124997900,CountingSort,Paralelo,1000000
9,101362700,CountingSort,Paralelo,1000000
10,106587400,CountingSort,Paralelo,1000000
