Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,73194700,InsertionSort,Paralelo,50000
2,54304800,InsertionSort,Paralelo,50000
3,50028000,InsertionSort,Paralelo,50000
4,52604200,InsertionSort,Paralelo,50000
5,51082000,InsertionSort,Paralelo,50000
6,46306000,InsertionSort,Paralelo,50000
7,51679700,InsertionSort,Paralelo,50000
8,53435800,InsertionSort,Paralelo,50000
9,198615100,InsertionSort,Paralelo,50000
10,125951700,InsertionSort,Paralelo,50000
