Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,8012000,CountingSort,Paralelo,50000
2,8245900,CountingSort,Paralelo,50000
3,8845200,CountingSort,Paralelo,50000
4,15545300,CountingSort,Paralelo,50000
5,21917900,CountingSort,Paralelo,50000
6,6609200,CountingSort,Paralelo,50000
7,4380900,CountingSort,Paralelo,50000
8,6289700,CountingSort,Paralelo,50000
9,4153500,CountingSort,Paralelo,50000
10,3315700,CountingSort,Paralelo,50000
