Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,1296600,CountingSort,Serial,5000
2,352900,CountingSort,Serial,5000
3,346300,CountingSort,Serial,5000
4,348600,CountingSort,Serial,5000
5,343800,CountingSort,Serial,5000
6,344200,CountingSort,Serial,5000
7,1193500,CountingSort,Serial,5000
8,239200,CountingSort,Serial,5000
9,229000,CountingSort,Serial,5000
10,210100,CountingSort,Serial,5000
