Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,5153600,InsertionSort,Serial,5000
2,3741500,InsertionSort,Serial,5000
3,2531900,InsertionSort,Serial,5000
4,2659800,InsertionSort,Serial,5000
5,2550000,InsertionSort,Serial,5000
6,8515900,InsertionSort,Serial,5000
7,2940400,InsertionSort,Serial,5000
8,2948000,InsertionSort,Serial,5000
9,2904000,InsertionSort,Serial,5000
10,4568300,InsertionSort,Serial,5000
