Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,1577500,CountingSort,Serial,100000
2,2219700,CountingSort,Serial,100000
3,4657200,CountingSort,Serial,100000
4,4032400,CountingSort,Serial,100000
5,1862600,CountingSort,Serial,100000
6,1962400,CountingSort,Serial,100000
7,2712200,CountingSort,Serial,100000
8,1817400,CountingSort,Serial,100000
9,4003000,CountingSort,Serial,100000
10,2080400,CountingSort,Serial,100000
