Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,18233800,CountingSort,Paralelo,50000
2,31451100,CountingSort,Paralelo,50000
3,11170800,CountingSort,Paralelo,50000
4,9720500,CountingSort,Paralelo,50000
5,7618800,CountingSort,Paralelo,50000
6,4135700,CountingSort,Paralelo,50000
7,6764200,CountingSort,Paralelo,50000
8,5059400,CountingSort,Paralelo,50000
9,3122800,CountingSort,Paralelo,50000
10,3312600,CountingSort,Paralelo,50000
