Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,30492100,QuickSort,Paralelo,50000
2,11809200,QuickSort,Paralelo,50000
3,5199400,QuickSort,Paralelo,50000
4,12148900,QuickSort,Paralelo,50000
5,6295400,QuickSort,Paralelo,50000
6,10749200,QuickSort,Paralelo,50000
7,9897200,QuickSort,Paralelo,50000
8,7152000,QuickSort,Paralelo,50000
9,8557200,QuickSort,Paralelo,50000
10,6717500,QuickSort,Paralelo,50000
