Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,155083200,QuickSort,Serial,1000000
2,150378200,QuickSort,Serial,1000000
3,160478400,QuickSort,Serial,1000000
4,177676600,QuickSort,Serial,1000000
5,178082300,QuickSort,Serial,1000000
6,162543000,QuickSort,Serial,1000000
7,159493700,QuickSort,Serial,1000000
8,152040700,QuickSort,Serial,1000000
9,153177700,QuickSort,Serial,1000000
10,173416000,QuickSort,Serial,1000000
