Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,743823700,MergeSort,Serial,1000000
2,477811100,MergeSort,Serial,1000000
3,380495600,MergeSort,Serial,1000000
4,332663600,MergeSort,Serial,1000000
5,253288500,MergeSort,Serial,1000000
6,200757800,MergeSort,Serial,1000000
7,220899000,MergeSort,Serial,1000000
8,255126800,MergeSort,Serial,1000000
9,271401400,MergeSort,Serial,1000000
10,209812900,MergeSort,Serial,1000000
