Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,50442300,MergeSort,Paralelo,100000
2,20388000,MergeSort,Paralelo,100000
3,17403900,MergeSort,Paralelo,100000
4,12400700,MergeSort,Paralelo,100000
5,16958500,MergeSort,Paralelo,100000
6,13437700,MergeSort,Paralelo,100000
7,18125900,MergeSort,Paralelo,100000
8,17532300,MergeSort,Paralelo,100000
9,17613500,MergeSort,Paralelo,100000
10,13948800,MergeSort,Paralelo,100000
