Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,214836500,InsertionSort,Paralelo,100000
2,199850000,InsertionSort,Paralelo,100000
3,219579600,InsertionSort,Paralelo,100000
4,237346800,InsertionSort,Paralelo,100000
5,281433200,InsertionSort,Paralelo,100000
6,414228200,InsertionSort,Paralelo,100000
7,223158400,InsertionSort,Paralelo,100000
8,284863500,InsertionSort,Paralelo,100000
9,260417400,InsertionSort,Paralelo,100000
10,512033400,InsertionSort,Paralelo,100000
