Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,141467300,MergeSort,Paralelo,500000
2,210132400,MergeSort,Paralelo,500000
3,171372300,MergeSort,Paralelo,500000
4,103359000,MergeSort,Paralelo,500000
5,75574600,MergeSort,Paralelo,500000
6,144737500,MergeSort,Paralelo,500000
7,83489500,MergeSort,Paralelo,500000
8,80486100,MergeSort,Paralelo,500000
9,65079200,MergeSort,Paralelo,500000
10,83206500,MergeSort,Paralelo,500000
