Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,5009731500,InsertionSort,Paralelo,500000
2,4429762900,InsertionSort,Paralelo,500000
3,4012061500,InsertionSort,Paralelo,500000
4,4021254500,InsertionSort,Paralelo,500000
5,4735165900,InsertionSort,Paralelo,500000
6,8860583200,InsertionSort,Paralelo,500000
7,4846760900,InsertionSort,Paralelo,500000
8,3874952100,InsertionSort,Paralelo,500000
9,3902337900,InsertionSort,Paralelo,500000
10,3889566400,InsertionSort,Paralelo,500000
