Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,71227800,QuickSort,Paralelo,500000
2,99000800,QuickSort,Paralelo,500000
3,75557200,QuickSort,Paralelo,500000
4,107677100,QuickSort,Paralelo,500000
5,100785600,QuickSort,Paralelo,500000
6,110198500,QuickSort,Paralelo,500000
7,63797900,QuickSort,Paralelo,500000
8,51495600,QuickSort,Paralelo,500000
9,106382600,QuickSort,Paralelo,500000
10,69765800,QuickSort,Paralelo,500000
