Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,78113500,MergeSort,Paralelo,500000
2,93886300,MergeSort,Paralelo,500000
3,64003700,MergeSort,Paralelo,500000
4,49620900,MergeSort,Paralelo,500000
5,45810900,MergeSort,Paralelo,500000
6,47776300,MergeSort,Paralelo,500000
7,45174900,MergeSort,Paralelo,500000
8,47757400,MergeSort,Paralelo,500000
9,67966300,MergeSort,Paralelo,500000
10,105999500,MergeSort,Paralelo,500000
