Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,36149100,CountingSort,Paralelo,5000
2,11271800,CountingSort,Paralelo,5000
3,2600700,CountingSort,Paralelo,5000
4,2247300,CountingSort,Paralelo,5000
5,2788100,CountingSort,Paralelo,5000
6,3721200,CountingSort,Paralelo,5000
7,3381200,CountingSort,Paralelo,5000
8,6089300,CountingSort,Paralelo,5000
9,3966400,CountingSort,Paralelo,5000
10,12079300,CountingSort,Paralelo,5000
