Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,17152500,MergeSort,Paralelo,5000
2,14150400,MergeSort,Paralelo,5000
3,2077300,MergeSort,Paralelo,5000
4,11751500,MergeSort,Paralelo,5000
5,2386200,MergeSort,Paralelo,5000
6,12153100,MergeSort,Paralelo,5000
7,2459000,MergeSort,Paralelo,5000
8,1978000,MergeSort,Paralelo,5000
9,8150400,MergeSort,Paralelo,5000
10,2268300,MergeSort,Paralelo,5000
