Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,80015400,InsertionSort,Paralelo,5000
2,4266600,InsertionSort,Paralelo,5000
3,10184300,InsertionSort,Paralelo,5000
4,3572500,InsertionSort,Paralelo,5000
5,2142200,InsertionSort,Paralelo,5000
6,2126400,InsertionSort,Paralelo,5000
7,3953600,InsertionSort,Paralelo,5000
8,3268400,InsertionSort,Paralelo,5000
9,2179300,InsertionSort,Paralelo,5000
10,4188100,InsertionSort,Paralelo,5000
