Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,103362100,QuickSort,Paralelo,1000000
2,99314900,QuickSort,Paralelo,1000000
3,98312800,QuickSort,Paralelo,1000000
4,105215700,QuickSort,Paralelo,1000000
5,115965800,QuickSort,Paralelo,1000000
6,144131400,QuickSort,Paralelo,1000000
7,136044500,QuickSort,Paralelo,1000000
8,180182300,QuickSort,Paralelo,1000000
9,154529000,QuickSort,Paralelo,1000000
10,96760800,QuickSort,Paralelo,1000000
