Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,15982441800,InsertionSort,Paralelo,1000000
2,15579427500,InsertionSort,Paralelo,1000000
3,15487748100,InsertionSort,Paralelo,1000000
4,15579431700,InsertionSort,Paralelo,1000000
5,15478002900,InsertionSort,Paralelo,1000000
6,15470923500,InsertionSort,Paralelo,1000000
7,21402526400,InsertionSort,Paralelo,1000000
8,29146731000,InsertionSort,Paralelo,1000000
9,33870449300,InsertionSort,Paralelo,1000000
10,88128285100,InsertionSort,Paralelo,1000000
