Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,300925841700,InsertionSort,Serial,1000000
2,572404843200,InsertionSort,Serial,1000000
3,490296529700,InsertionSort,Serial,1000000
4,361752431200,InsertionSort,Serial,1000000
5,723555083300,InsertionSort,Serial,1000000
6,770818517300,InsertionSort,Serial,1000000
7,132981098000,InsertionSort,Serial,1000000
8,131340881200,InsertionSort,Serial,1000000
9,134275434200,InsertionSort,Serial,1000000
10,131935756400,InsertionSort,Serial,1000000
