Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,1996900,CountingSort,Serial,100000
2,1825800,CountingSort,Serial,100000
3,1795500,CountingSort,Serial,100000
4,1589600,CountingSort,Serial,100000
5,5082600,CountingSort,Serial,100000
6,2200600,CountingSort,Serial,100000
7,1967200,CountingSort,Serial,100000
8,4523800,CountingSort,Serial,100000
9,6613300,CountingSort,Serial,100000
10,2500500,CountingSort,Serial,100000
