Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,32613900,MergeSort,Serial,100000
2,22760400,MergeSort,Serial,100000
3,22077300,MergeSort,Serial,100000
4,17701900,MergeSort,Serial,100000
5,18947800,MergeSort,Serial,100000
6,18549100,MergeSort,Serial,100000
7,18915700,MergeSort,Serial,100000
8,18341500,MergeSort,Serial,100000
9,18955800,MergeSort,Serial,100000
10,19855200,MergeSort,Serial,100000
