Iteracao,Tempo(ns),Nome,Paradigma,Volume
1,6974200,QuickSort,Serial,50000
2,6438500,QuickSort,Serial,50000
3,6665500,QuickSort,Serial,50000
4,6362200,QuickSort,Serial,50000
5,13718400,QuickSort,Serial,50000
6,7391900,QuickSort,Serial,50000
7,9366000,QuickSort,Serial,50000
8,6754700,QuickSort,Serial,50000
9,12227100,QuickSort,Serial,50000
10,6805400,QuickSort,Serial,50000
